_id,Catch Year,Catch Month,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Pacific Fishery Management Area,Common Name,Scientific Name,Number of Fish,Comments
55,2011,March,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,27,Shiner Perch,Cymatogaster aggregata,1,n/a
56,2011,March,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Quatsino Sound,27,Yellowtail Rockfish,Sebastes flavidus,61,n/a
57,2011,March,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,25,Pacific Cod,Gadus macrocephalus,1,n/a
58,2011,April,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,303,n/a
59,2011,April,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Staghorn Sculpin,Leptocottus armatus ,1,n/a
60,2011,April,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,24,China Rockfish,Sebastes nebulosus,1,n/a
61,2011,April,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,24,Chinook Salmon,Oncorhynchus tshawytscha,2,n/a
62,2011,April,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,148,n/a
63,2011,April,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,8,n/a
64,2011,April,1136,Marine Harvest Canada,Shaw Point,50.48527,-125.88981,Discovery Islands,13,Pile Perch,Rhacochilus vacca,18,n/a
65,2011,April,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,25,Pacific Herring,Clupea pallasii,22,n/a
66,2011,May,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Black Rockfish,Sebastes melanops,1,n/a
67,2011,May,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,5,n/a
68,2011,May,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Hake,Merluccius productus,1,n/a
69,2011,May,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,65,n/a
70,2011,May,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Staghorn Sculpin,Leptocottus armatus ,3,n/a
71,2011,May,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Discovery Islands,15,Pile Perch,Rhacochilus vacca,151,n/a
72,2011,May,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,24,Chinook Salmon,Oncorhynchus tshawytscha,1,n/a
73,2011,May,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,24,Chinook Salmon,Oncorhynchus tshawytscha,2,n/a
74,2011,May,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,24,Pacific Cod,Gadus macrocephalus,5,n/a
75,2011,May,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,31,n/a
76,2011,May,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Discovery Islands,13,Pacific Cod,Gadus macrocephalus,18,n/a
77,2011,May,728,Mainstream Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,1000,n/a
78,2011,May,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,25,Pacific Herring,Clupea pallasii,13,n/a
79,2011,June,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,316,n/a
80,2011,June,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,12,Pink Salmon,Oncorhynchus gorbuscha,3,n/a
81,2011,June,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,2,n/a
82,2011,June,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,2,n/a
83,2011,June,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,25,Pacific Cod,Gadus macrocephalus,2,n/a
84,2011,June,540,Mainstream Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,12,n/a
85,2011,June,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,24,Chinook Salmon,Oncorhynchus tshawytscha,1,n/a
86,2011,June,1291,Mainstream Canada,McIntyre Lake,49.30557,-125.81583,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,130,n/a
87,2011,June,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Clayoquot Sound,24,Pacific Hake,Merluccius productus,1,n/a
88,2011,June,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,36,n/a
89,2011,July,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,100,n/a
90,2011,July,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Buffalo Sculpin,Enophrys bison,1,n/a
91,2011,July,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Hake,Merluccius productus,1,n/a
92,2011,July,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,216,n/a
93,2011,July,553,Marine Harvest Canada,Frederick Arm,50.46975,-125.26153,Discovery Islands,13,Pacific Herring,Clupea pallasii,1,n/a
94,2011,July,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,1,n/a
95,2011,July,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Hake,Merluccius productus,1,n/a
96,2011,July,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,79,n/a
97,2011,July,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Striped Seaperch,Embiotoca lateralis,4,n/a
98,2011,July,1238,Marine Harvest Canada,Mahatta West,50.469,-127.83538,Quatsino Sound,27,Surfperch,Embiotocidae,29,n/a
99,2011,July,1238,Marine Harvest Canada,Mahatta West,50.469,-127.83538,Quatsino Sound,27,Yellowtail Rockfish,Sebastes flavidus,7,n/a
100,2011,July,1238,Marine Harvest Canada,Mahatta West,50.469,-127.83538,Quatsino Sound,27,Pacific Herring,Clupea pallasii,223,n/a
101,2011,July,739,Marine Harvest Canada,Upper Retreat,50.72183,-126.5681,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,5,n/a
102,2011,July,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Discovery Islands,13,Bay Pipefish,Syngnathus leptorhynchus,7,n/a
103,2011,July,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Discovery Islands,13,China Rockfish,Sebastes nebulosus,2,n/a
104,2011,July,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Discovery Islands,13,Kelp Greenling,Hexagrammos decagrammus,1,n/a
105,2011,August,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,12,Coho Salmon,Oncorhynchus kisutch,1,n/a
106,2011,August,819,Mainstream Canada,Cecil Island,50.85123,-126.71498,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,6,n/a
107,2011,August,553,Marine Harvest Canada,Frederick Arm,50.46975,-125.26153,Discovery Islands,13,Pacific Tomcod,Microgadus proximus,1,n/a
108,2011,August,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,2,n/a
109,2011,August,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Chub Mackerel,Scomber japonicus,9,n/a
110,2011,August,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Hake,Merluccius productus,3,n/a
111,2011,August,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,132,n/a
112,2011,August,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pilchard,Sardinops sagax,1,n/a
113,2011,August,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Striped Seaperch,Embiotoca lateralis,14,n/a
114,2011,August,1338,Marine Harvest Canada,Mahatta East,50.47456,-127.78781,Quatsino Sound,27,Pacific Herring,Clupea pallasii,40,n/a
115,2011,August,1338,Marine Harvest Canada,Mahatta East,50.47456,-127.78781,Quatsino Sound,27,Pacific Cod,Gadus macrocephalus,45,n/a
116,2011,August,1338,Marine Harvest Canada,Mahatta East,50.47456,-127.78781,Quatsino Sound,27,Shiner Perch,Cymatogaster aggregata,1,n/a
117,2011,August,1338,Marine Harvest Canada,Mahatta East,50.47456,-127.78781,Quatsino Sound,27,Surfperch,Embiotocidae,75,n/a
118,2011,August,1338,Marine Harvest Canada,Mahatta East,50.47456,-127.78781,Quatsino Sound,27,Yellowtail Rockfish,Sebastes flavidus,55,n/a
119,2011,August,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,1,n/a
120,2011,August,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Esperanza Inlet,25,Unknown ,Unknown,1,n/a
121,2011,September,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,2,n/a
122,2011,September,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Hake,Merluccius productus,12,n/a
123,2011,September,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,155,n/a
124,2011,September,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pilchard,Sardinops sagax,3,n/a
125,2011,September,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Striped Seaperch,Embiotoca lateralis,5,n/a
126,2011,September,869,Mainstream Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,50,n/a
127,2011,September,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,1,n/a
128,2011,September,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,12,Pacific Tomcod,Microgadus proximus,1,n/a
129,2011,September,141,Marine Harvest Canada,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,12,Sablefish,Anoplopoma fimbria,1,n/a
130,2011,September,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,12,Pile Perch,Rhacochilus vacca,25,n/a
131,2011,October,1148,Mainstream Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,99,n/a
132,2011,October,234,Mainstream Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,24,North Pacific Spiny Dogfish,Squalus suckleyi,1,n/a
133,2011,October,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,3,n/a
134,2011,October,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Kelp Greenling,Hexagrammos decagrammus,1,n/a
135,2011,October,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Hake,Merluccius productus,16,n/a
136,2011,October,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,208,n/a
137,2011,October,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pilchard,Sardinops sagax,1,n/a
138,2011,October,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Shiner Perch,Cymatogaster aggregata,2,n/a
139,2011,October,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Striped Seaperch,Embiotoca lateralis,15,n/a
140,2011,October,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Surfperch,Embiotocidae,1,n/a
141,2011,October,526,Mainstream Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,24,China Rockfish,Sebastes nebulosus,4,n/a
142,2011,October,526,Mainstream Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,24,Pacific Cod,Gadus macrocephalus,5,n/a
143,2011,October,526,Mainstream Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,139,n/a
144,2011,November,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Cod,Gadus macrocephalus,1,n/a
145,2011,November,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Hake,Merluccius productus,16,n/a
146,2011,November,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,73,n/a
147,2011,November,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Staghorn Sculpin,Leptocottus armatus ,7,n/a
148,2011,November,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pilchard,Sardinops sagax,10,n/a
149,2011,November,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Surfperch,Embiotocidae,3,n/a
150,2011,November,526,Mainstream Canada,Rant Point,49.2567,-125.84153,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,52,n/a
151,2011,November,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,12,Kelp Perch,Brachyistius frenatus,22,n/a
152,2011,November,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,12,Pile Perch,Rhacochilus vacca,7,n/a
153,2011,November,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,12,Sablefish,Anoplopoma fimbria,1,n/a
154,2011,November,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,12,Surfperch,Embiotocidae,124,n/a
155,2011,November,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,20,n/a
156,2011,December,388,Marine Harvest Canada,Brougham Point,50.37192,-125.3799,Discovery Islands,13,Pacific Herring,Clupea pallasii,25,n/a
157,2011,December,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,8,n/a
158,2011,December,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,12,Surfperch,Embiotocidae,1,n/a
159,2011,December,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Coho Salmon,Oncorhynchus kisutch,2,n/a
160,2011,December,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Lingcod,Ophiodon elongatus,1,n/a
161,2011,December,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,304,n/a
162,2011,December,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pilchard,Sardinops sagax,12,n/a
163,2011,December,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Silver Surfperch,Hyperprosopon ellipticum,3,n/a
164,2011,December,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Surfperch,Embiotocidae,10,n/a
165,2011,December,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Discovery Islands,13,Surfperch,Embiotocidae,3,n/a
166,2011,December,1507,Mainstream Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,278,n/a
167,2011,December,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,12,Pacific Herring,Clupea pallasii,110,n/a
168,2011,December,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,12,Kelp Greenling,Hexagrammos decagrammus,1,n/a
169,2011,December,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,12,Pacific Cod,Gadus macrocephalus,145,n/a
170,2011,December,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,3,n/a
171,2011,December,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,12,Kelp Perch,Brachyistius frenatus,5,n/a
172,2011,December,465,Marine Harvest Canada,Swanson,50.61871,-126.70473,Broughton Archipelago,12,Surfperch,Embiotocidae,31,n/a
173,2011,December,378,Marine Harvest Canada,Thurlow,50.40808,-125.34088,Discovery Islands,13,Pacific Herring,Clupea pallasii,50,n/a
174,2011,December,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,3,n/a
175,2012,January,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,22,n/a
176,2012,January,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,12,Pacific Herring,Clupea pallasii,4,n/a
177,2012,January,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Buffalo Sculpin,Enophrys bison,1,n/a
178,2012,January,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Dover Sole,Microstomus pacificus,1,n/a
179,2012,January,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Hake,Merluccius productus,13,n/a
180,2012,January,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,231,n/a
181,2012,January,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pacific Staghorn Sculpin,Leptocottus armatus ,12,n/a
182,2012,January,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Pilchard,Sardinops sagax,11,n/a
183,2012,January,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Shiner Perch,Cymatogaster aggregata,11,n/a
184,2012,January,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,24,Striped Seaperch,Embiotoca lateralis,56,n/a
185,2012,January,1507,Mainstream Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,140,n/a
186,2012,January,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Clayoquot Sound,24,Pacific Herring,Clupea pallasii,28,n/a
187,2012,February,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,12,Pacific Cod,Gadus macrocephalus,7,n/a
